,Performance,Duels aériens,,Clt,Joueur,Nation,Pos,Équipe,Âge,Naissance,90,CJ,CR,2CrtJ,Fte,Ftp,HJ,Ctr,Int,TclR,Préussi,Pcon,CSC,Récupération,Gagnés,Perdus,% gagnés,Matchs
Youssoufa Moukoko,de GER,AT,MT,Nice,20-047,2004,2.1,0,0,0,1,3,4,1,0,0,0,0,0,11,2,0,100.0,Matchs
Louis Mouton,fr FRA,MT,Saint-Étienne,22-217,2002,7.0,1,0,0,12,4,0,12,8,9,0,0,0,38,3,7,30.0,Matchs
Ngal'Ayel Mukau,cd COD,MT,Lille,20-037,2004,6.9,4,0,0,12,6,0,1,12,11,0,0,0,36,10,10,50.0,Matchs
Marshall Munetsi,zw ZIM,MT,Reims,28-198,1996,14.8,3,0,0,24,25,1,8,15,13,0,0,0,50,32,36,47.1,Matchs
Junior Mwanga,fr FRA,MT,Strasbourg,21-240,2003,3.3,0,0,0,6,1,0,0,2,9,0,0,0,16,2,0,100.0,Matchs
Djylian N'Guessan,fr FRA,AT,Saint-Étienne,16-129,2008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matchs
Mickael Nade,fr FRA,DF,Saint-Étienne,25-308,1999,7.6,1,0,0,5,13,0,1,13,16,1,0,0,34,8,2,80.0,Matchs
Bilal Nadir,fr FRA,MT,Marseille,21-039,2003,0.7,1,0,0,2,4,0,0,0,0,0,0,0,4,2,0,100.0,Matchs
Mahamadou Nagida,cm CMR,DF,Rennes,19-192,2005,3.6,1,0,0,5,8,0,20,8,5,0,0,0,29,4,6,40.0,Matchs
Keito Nakamura,jp JPN,AT,Reims,24-162,2000,13.8,2,0,0,16,4,6,28,8,10,0,0,0,67,3,9,25.0,Matchs
Sebastian Nanasi,se SWE,AT,MT,Strasbourg,22-235,2002,12.8,0,0,0,7,14,0,35,4,8,0,0,0,53,2,7,22.2,Matchs
Yael Nandjou,fr FRA,DF,Nice,19-184,2005,1.7,0,0,0,6,2,0,4,4,1,0,1,0,8,3,1,75.0,Matchs
Youssouf Ndayishimiye,bi BDI,DF,MT,Nice,26-071,1998,7.5,1,0,0,4,7,0,2,8,7,1,0,0,42,9,9,50.0,Matchs
Junior Ndiaye,fr FRA,AT,MT,Montpellier,19-283,2005,0.8,0,0,0,1,1,0,0,0,0,0,0,0,1,1,9,10.0,Matchs
Rassoul Ndiaye,sn SEN,MT,Le Havre,23-026,2001,7.0,1,0,0,9,6,1,14,6,13,0,0,0,43,5,10,33.3,Matchs
Tanguy Ndombele,fr FRA,MT,Nice,28-009,1996,10.5,1,0,0,9,21,0,2,11,20,0,0,0,56,3,6,33.3,Matchs
Loïc Nego,hu HUN,DF,AT,Le Havre,33-357,1991,9.7,1,0,0,10,11,5,30,15,13,0,0,0,52,7,3,70.0,Matchs
João Neves,pt POR,MT,Paris S-G,20-101,2004,12.1,0,0,0,9,20,2,12,8,26,0,0,0,76,13,8,61.9,Matchs
Mikayil Ngor Faye,sn SEN,DF,Rennes,20-176,2004,6.4,1,1,0,10,5,0,1,9,8,0,1,0,37,8,6,57.1,Matchs
Steve Ngoura,fr FRA,AT,Le Havre,19-319,2005,3.2,0,0,0,5,1,2,2,0,2,0,0,0,7,5,6,45.5,Matchs

Moussa Niakhate,sn SEN,DF,Lyon,28-304,1996,12.3,0,0,0,14,5,1,1,8,15,0,0,0,46,13,10,56.5,Matchs
Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,22-271,2002,5.6,2,0,0,5,7,0,1,5,7,0,1,0,19,17,15,53.1,Matchs
Ibrahima Niane,sn SEN,AT,Angers,25-301,1999,7.6,0,0,0,11,16,6,2,2,3,1,0,0,25,15,23,39.5,Matchs
Rasmus Nicolaisen,dk DEN,DF,Toulouse,27-296,1997,6.9,0,0,0,4,8,0,0,10,3,0,0,1,29,21,9,70.0,Matchs
Arnaud Nordin,fr FRA,AT,Montpellier,26-203,1998,12.2,2,0,0,12,37,1,35,5,14,0,0,0,41,11,18,37.9,Matchs
Ernest Nuamah,gh GHA,AT,MT,Lyon,21-066,2003,4.6,1,0,0,7,5,2,14,3,4,0,0,0,35,5,4,55.6,Matchs
Rabby Nzingoula,cg CGO,MT,Montpellier,19-042,2005,9.0,6,0,0,17,27,1,7,18,17,0,0,0,41,11,11,50.0,Matchs
M'Bala Nzola,ao ANG,AT,Lens,28-141,1996,9.4,3,0,0,16,9,13,1,2,2,0,0,0,16,23,16,59.0,Matchs
Marwann Nzuzi,fr FRA,DF,Saint-Étienne,20-235,2004,1.4,2,0,0,2,1,0,1,2,2,0,0,0,3,2,1,66.7,Matchs
Hamzat Ojediran,ng NGA,MT,AT,Lens,21-053,2003,3.3,2,0,0,13,2,0,2,9,11,0,0,0,19,6,7,46.2,Matchs
Joseph Okumu,ke KEN,DF,Reims,27-225,1997,6.4,2,0,0,5,6,0,2,11,8,0,1,0,28,11,6,64.7,Matchs
Ben Old,nz NZL,MT,AT,Saint-Étienne,22-146,2002,4.2,0,0,0,3,7,0,13,1,4,0,0,0,14,0,3,0.0,Matchs
Warmed Omari,km COM,DF,Lyon,24-258,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matchs
Becir Omeragic,ch SUI,DF,Montpellier,22-352,2002,9.3,1,0,0,5,7,0,4,5,6,0,0,1,35,7,15,31.8,Matchs
Ado Onaiwu,jp JPN,MT,AT,Auxerre,29-059,1995,5.7,0,1,0,5,8,1,5,1,4,0,0,0,26,16,14,53.3,Matchs
Christopher Operi,ci CIV,DF,AT,Le Havre,27-252,1997,13.0,2,1,1,9,16,3,128,14,9,0,0,0,51,11,6,64.7,Matchs
Victor Orakpo,ng NGA,AT,Nice,18-206,2006,0.4,0,0,0,0,2,1,0,0,0,0,0,0,3,1,4,20.0,Matchs
Gift Orban,ng NGA,AT,DF,Lyon,22-173,2002,2.1,1,0,0,5,1,4,1,0,0,0,0,0,5,1,4,20.0,Matchs
Gabriel Osho,ng NGA,DF,Auxerre,26-145,1998,11.1,1,0,0,8,10,0,2,11,8,0,0,0,40,10,6,62.5,Matchs
Jibril Othman,tn TUN,AT,Saint-Étienne,20-255,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matchs
Guimissongui Ouattara,fr FRA,AT,MT,Strasbourg,19-076,2005,0.8,0,0,0,0,0,0,1,1,1,0,0,0,5,1,1,50.0,Matchs
Kassoum Ouattara,fr FRA,DF,AT,Monaco,20-084,2004,3.0,2,0,0,8,2,0,9,4,6,0,0,0,22,2,7,22.2,Matchs
Zinédine Ould Khaled,fr FRA,MT,Angers,24-358,2000,0.6,1,0,0,3,1,0,0,0,1,0,0,0,2,1,1,50.0,Matchs
Beres Owusu,fr FRA,DF,Saint-Étienne,21-109,2003,1.0,0,0,0,1,1,0,1,0,2,0,0,0,2,2,0,100.0,Matchs
Elisha Owusu,gh GHA,MT,Auxerre,27-060,1997,14.4,4,0,0,31,14,0,6,24,27,0,1,1,95,11,11,50.0,Matchs

Willian Pacho,ec ECU,DF,Paris S-G,23-082,2001,13.3,2,0,0,11,3,0,0,25,19,0,0,0,70,19,16,54.3,Matchs
Nicolas Pallois,fr FRA,DF,Nantes,37-109,1987,9.0,4,0,0,9,3,0,3,12,9,0,0,1,35,13,6,68.4,Matchs
Kévin Pedro,fr FRA,DF,Saint-Étienne,18-320,2006,0.1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,,Matchs
Théo Pellenard,fr FRA,DF,Auxerre,30-308,1994,0.5,0,0,0,4,1,0,2,0,2,0,0,0,0,0,0,,Matchs
Timothee Pembele,fr FRA,DF,Le Havre,22-119,2002,7.5,1,0,0,6,5,0,23,5,9,0,0,0,29,6,7,46.2,Matchs
Faris Pemi Moumbagna,cm CMR,AT,Marseille,24-189,2000,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matchs
Óscar Perea,co COL,MT,Strasbourg,19-101,2005,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,Matchs
Mathias Pereira Lage,pt POR,AT,MT,Brest,28-037,1996,5.8,2,0,0,12,11,1,23,6,8,0,1,0,25,14,16,46.7,Matchs
Lucas Perri,br BRA,GB,Lyon,27-027,1997,16.0,1,0,0,1,2,0,0,0,1,0,0,0,20,8,0,100.0,Matchs
Gaëtan Perrin,fr FRA,MT,AT,Auxerre,28-213,1996,12.2,1,0,0,7,4,2,62,6,15,0,0,0,49,2,6,25.0,Matchs
Léo Pétrot,fr FRA,DF,Saint-Étienne,27-266,1997,11.5,3,0,0,9,12,1,16,19,23,0,2,0,47,12,14,46.2,Matchs
Đorđe Petrović,rs SRB,GB,Strasbourg,25-090,1999,13.0,1,0,0,0,1,0,0,0,0,0,0,0,23,0,0,,Matchs
Tom Pouilly,fr FRA,DF,Lens,21-202,2003,0.5,1,0,0,2,0,0,0,1,2,0,0,0,3,0,0,,Matchs
Adrien Rabiot,fr FRA,MT,Marseille,29-278,1995,9.6,2,0,0,25,9,2,12,10,15,0,0,0,54,13,10,56.5,Matchs
Gonçalo Ramos,pt POR,AT,Paris S-G,23-200,2001,2.1,0,0,0,0,2,3,0,0,3,0,0,0,1,8,3,72.7,Matchs
Lilian Raolisoa,fr FRA,DF,AT,Angers,24-204,2000,2.7,0,1,0,7,4,2,17,2,3,0,0,0,16,6,5,54.5,Matchs
Rayan Raveloson,mg MAD,MT,DF,Auxerre,27-356,1997,8.0,3,0,0,9,12,0,8,5,5,0,0,0,44,8,9,47.1,Matchs
Guillaume Restes,fr FRA,GB,Toulouse,19-301,2005,15.8,0,0,0,0,2,0,0,0,1,0,0,0,32,0,0,,Matchs
Alexsandro Ribeiro,br BRA,DF,Lille,25-150,1999,14.0,5,0,0,12,15,2,3,16,11,0,1,0,76,24,6,80.0,Matchs
Valentin Rongier,fr FRA,MT,DF,Marseille,30-030,1994,6.2,3,0,0,14,8,0,1,11,11,0,1,0,39,2,1,66.7,Matchs
Pablo Rosario,nl NED,MT,DF,Nice,27-365,1997,13.0,2,1,0,16,7,0,2,22,9,0,0,0,35,15,11,57.7,Matchs
Jon Rowe,eng ENG,AT,MT,Marseille,21-251,2003,4.5,2,0,0,8,14,3,14,1,6,0,0,0,12,2,6,25.0,Matchs
Fabián Ruiz Peña,es ESP,MT,Paris S-G,28-278,1996,8.8,0,0,0,0,5,2,15,10,10,0,0,0,54,3,7,30.0,Matchs
Gerónimo Rulli,ar ARG,GB,Marseille,32-231,1992,16.0,0,0,0,0,5,0,0,0,1,0,0,0,15,4,1,80.0,Matchs
Emmanuel Sabbi,us USA,MT,AT,Le Havre,27-013,1997,4.9,0,0,0,7,13,2,12,2,5,0,0,0,14,7,6,53.8,Matchs

Falaye Sacko,ml MLI,DF,Montpellier,29-250,1995,9.4,1,0,0,11,6,1,8,11,7,0,2,0,43,5,14,26.3,Matchs
Matvei Safonov,ru RUS,GB,Paris S-G,25-316,1999,4.8,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,,Matchs
Modibo Sagnan,ml MLI,DF,Montpellier,25-267,1999,13.3,7,0,0,22,9,1,0,17,17,0,0,0,54,20,26,43.5,Matchs
Osame Sahraoui,ma MAR,AT,MT,Lille,23-209,2001,9.0,1,0,0,4,8,1,8,4,4,0,0,0,31,0,6,0.0,Matchs
Wesley Saïd,fr FRA,AT,MT,Lens,29-262,1995,4.2,2,0,0,8,2,4,4,0,2,0,0,0,6,3,8,27.3,Matchs
Théo Sainte-Luce,fr FRA,MT,DF,Montpellier,26-078,1998,0.2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0.0,Matchs
Ibrahim Salah,ma MAR,AT,Brest,23-129,2001,3.7,0,0,0,6,3,1,14,1,2,0,0,0,20,1,2,33.3,Matchs
Amine Salama,fr FRA,AT,Reims,24-172,2000,3.0,0,0,0,2,1,2,3,0,2,0,0,0,9,1,2,33.3,Matchs
Mohammed Salisu,gh GHA,DF,Monaco,25-264,1999,7.3,2,0,0,6,2,0,0,8,11,0,0,0,28,23,8,74.2,Matchs
Yoann Salmier,gf GUF,DF,Le Havre,32-046,1992,7.6,3,0,0,7,2,0,1,6,6,0,1,0,20,15,11,57.7,Matchs
Mama Samba Baldé,gw GNB,AT,Lyon,29-061,1995,0.4,0,0,0,1,1,0,0,1,2,0,0,0,1,1,0,100.0,Matchs
Mama Samba Baldé,gw GNB,AT,Brest,29-061,1995,7.1,1,0,0,10,13,7,9,3,4,0,0,0,18,21,30,41.2,Matchs
Brice Samba,fr FRA,GB,Lens,30-256,1994,15.0,1,0,0,0,2,0,0,1,0,0,0,0,22,0,0,,Matchs
Arouna Sangante,sn SEN,DF,Le Havre,22-269,2002,5.8,2,0,0,11,5,1,1,14,7,0,0,0,21,12,8,60.0,Matchs
Nhoa Sangui,fr FRA,DF,Reims,18-314,2006,6.5,1,0,0,5,4,0,10,4,5,0,0,0,36,3,5,37.5,Matchs
Baptiste Santamaria,fr FRA,MT,Rennes,29-303,1995,5.4,1,0,0,5,7,0,4,12,4,1,0,1,34,13,13,50.0,Matchs
Andrey Santos,br BRA,MT,Strasbourg,20-248,2004,14.7,2,0,0,7,32,0,0,14,39,1,0,0,95,15,11,57.7,Matchs
Tiago Santos,pt POR,DF,Lille,22-167,2002,4.5,1,0,0,6,10,2,19,2,7,1,0,0,15,6,4,60.0,Matchs
Malang Sarr,fr FRA,DF,Lens,25-349,1999,3.3,0,0,0,1,2,0,1,5,3,0,1,0,17,1,0,100.0,Matchs
Mamadou Sarr,fr FRA,DF,Strasbourg,19-130,2005,9.5,1,0,0,12,6,0,0,9,10,0,0,0,41,10,13,43.5,Matchs
Martin Satriano,uy URU,AT,DF,Lens,23-321,2001,0.5,0,0,0,1,0,0,1,0,1,0,0,0,4,3,2,60.0,Matchs
Téji Savanier,fr FRA,MT,Montpellier,33-015,1991,13.1,3,1,0,11,28,1,109,10,11,0,0,0,57,13,8,61.9,Matchs
Niklas Schmidt,de GER,MT,Toulouse,26-311,1998,2.3,0,0,0,5,1,0,16,1,4,0,0,0,24,1,1,50.0,Matchs
Jérémy Sebas,mq MTQ,AT,MT,Strasbourg,21-267,2003,1.7,0,0,0,5,2,2,2,0,2,0,0,0,9,3,2,60.0,Matchs
Alidu Seidu,gh GHA,DF,Rennes,24-216,2000,8.9,4,0,0,10,28,1,4,14,18,0,0,0,67,9,11,45.0,Matchs

Marvin Senaya,tg TOG,DF,Strasbourg,23-344,2001,2.2,3,0,0,4,4,0,1,7,3,0,1,0,10,3,2,60.0,Matchs
Djibril Sidibé,fr FRA,DF,Toulouse,32-161,1992,12.1,1,0,0,13,15,0,26,15,19,0,0,0,63,10,7,58.8,Matchs
Vincent Sierro,ch SUI,MT,Toulouse,29-090,1995,13.7,2,0,0,14,15,0,48,11,17,0,0,0,81,22,18,55.0,Matchs
Caio Henrique Oliveira Silva,br BRA,DF,Monaco,27-159,1997,7.6,1,0,0,8,5,1,48,4,11,0,0,0,33,4,7,36.4,Matchs
Abdallah Sima,sn SEN,AT,Brest,23-203,2001,5.3,0,0,0,6,10,1,8,1,4,0,0,0,28,14,13,51.9,Matchs
Moses Simon,ng NGA,AT,Nantes,29-178,1995,13.1,1,0,0,5,19,7,98,9,7,0,0,0,62,5,17,22.7,Matchs
Lassine Sinayoko,ml MLI,AT,MT,Auxerre,25-029,1999,12.5,4,0,0,18,14,9,16,9,9,1,0,0,36,9,35,20.5,Matchs
Wilfried Singo,ci CIV,DF,Monaco,24-012,2000,12.2,3,0,0,21,16,3,6,26,15,0,0,0,80,23,14,62.2,Matchs
Ibrahim Sissoko,ml MLI,AT,Saint-Étienne,29-040,1995,8.9,1,0,0,35,20,8,2,2,9,0,0,0,22,24,42,36.4,Matchs
Niama Sissoko,ml MLI,AT,Reims,19-021,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,33.3,Matchs
Leo Skiri Østigård,no NOR,DF,Rennes,25-039,1999,10.9,4,0,0,16,5,0,0,10,13,0,0,0,42,34,17,66.7,Matchs
Milan Škriniar,sk SVK,DF,Paris S-G,29-330,1995,4.2,1,0,0,4,5,1,0,3,5,0,0,0,25,7,5,58.3,Matchs
Naatan Skyttä,fi FIN,AT,Toulouse,22-244,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matchs
Eduard Sobol,ua UKR,DF,Strasbourg,29-261,1995,0.5,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,,Matchs
Florian Sotoca,fr FRA,AT,MT,Lens,34-073,1990,9.1,2,0,0,7,7,4,37,3,7,0,0,0,32,21,12,63.6,Matchs
Issa Soumaré,sn SEN,AT,MT,Le Havre,24-088,2000,6.9,0,0,0,7,16,1,10,3,2,0,0,0,32,24,23,51.1,Matchs
Saidou Sow,gn GUI,DF,Strasbourg,22-186,2002,11.3,2,0,0,7,5,1,0,15,5,0,1,0,36,16,15,51.6,Matchs
Lucas Stassin,be BEL,AT,Saint-Étienne,20-039,2004,6.9,2,0,0,17,5,4,6,0,6,1,0,0,7,6,12,33.3,Matchs
Enzo Sternal,fr FRA,AT,MT,Marseille,17-223,2007,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matchs
Gabriel Suazo,cl CHI,DF,Toulouse,27-150,1997,9.2,0,0,0,10,15,0,36,15,16,0,0,0,48,6,10,37.5,Matchs
Abakar Sylla,ci CIV,DF,Strasbourg,22-012,2002,7.2,2,0,0,14,7,0,0,7,10,0,0,1,29,12,10,54.5,Matchs
Issiaga Sylla,gn GUI,DF,Montpellier,31-005,1994,8.6,1,0,0,10,5,0,19,7,6,0,0,0,43,16,12,57.1,Matchs
Musa Al-Taamari,jo JOR,AT,MT,Montpellier,27-210,1997,8.4,2,0,0,4,20,2,12,3,8,1,0,0,37,4,5,44.4,Matchs
Nicolás Tagliafico,ar ARG,DF,Lyon,32-128,1992,7.9,3,0,0,9,10,1,14,17,17,0,0,0,39,18,10,64.3,Matchs
Florian Tardieu,fr FRA,MT,Saint-Étienne,32-259,1992,1.9,0,0,0,1,2,0,1,3,1,0,0,0,18,1,1,50.0,Matchs

Oussama Targhalline,ma MAR,MT,Le Havre,22-231,2002,9.3,0,0,0,10,9,4,13,14,13,0,0,0,36,8,4,66.7,Matchs
Enzo Tchato,cm CMR,DF,Montpellier,22-044,2002,11.8,3,0,0,11,8,0,39,15,15,0,0,0,39,10,6,62.5,Matchs
Tanner Tessmann,us USA,MT,Lyon,23-104,2001,2.7,0,0,0,2,2,0,8,6,5,0,0,0,13,0,4,0.0,Matchs
Teddy Teuma,mt MLT,MT,Reims,31-098,1993,3.5,1,0,0,5,5,0,23,5,4,0,0,0,15,2,2,50.0,Matchs
Jordan Teze,nl NED,DF,Monaco,25-098,1999,3.4,2,1,0,8,2,1,4,2,5,0,0,0,11,5,4,55.6,Matchs
Sorba Thomas,wls WAL,AT,MT,Nantes,25-137,1999,8.2,0,0,0,6,9,2,75,2,4,0,0,0,35,1,10,9.1,Matchs
Adrien Thomasson,fr FRA,MT,Lens,31-027,1993,14.4,1,0,0,28,21,5,41,11,29,0,0,0,113,8,21,27.6,Matchs
Corentin Tolisso,fr FRA,MT,Lyon,30-156,1994,10.9,2,0,0,23,20,2,9,9,12,0,1,0,53,23,32,41.8,Matchs
Abdoulaye Touré,gn GUI,MT,Le Havre,30-309,1994,13.9,3,0,0,18,20,0,4,20,19,0,0,0,89,17,10,63.0,Matchs
Birama Touré,ml MLI,MT,DF,Montpellier,32-214,1992,3.3,2,0,0,2,5,0,0,5,5,0,0,0,14,4,4,50.0,Matchs
Ousmane Toure,fr FRA,DF,Lille,19-323,2005,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100.0,Matchs
Adrien Truffert,fr FRA,DF,MT,Rennes,23-047,2001,12.6,3,0,0,15,8,1,34,9,13,0,0,0,54,15,13,53.6,Matchs
Vanderson,br BRA,DF,Monaco,23-199,2001,10.4,5,1,1,14,11,0,16,24,20,0,0,0,73,12,10,54.5,Matchs
Jordan Veretout,fr FRA,MT,Lyon,31-311,1993,9.9,3,0,0,16,5,0,17,1,6,0,0,0,43,4,10,28.6,Matchs
Ben Viadere,fr FRA,MT,Auxerre,19-126,2005,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,Matchs
Vitinha,pt POR,MT,Paris S-G,24-328,2000,11.5,0,0,0,1,7,0,10,5,9,0,0,0,63,0,2,0.0,Matchs
Ibrahima Wadji,sn SEN,MT,AT,Saint-Étienne,29-246,1995,1.2,0,0,0,3,0,3,1,0,4,0,0,0,2,2,3,40.0,Matchs
Elye Wahi,fr FRA,AT,Marseille,22-004,2003,6.4,1,0,0,17,8,10,2,1,0,0,0,0,8,4,13,23.5,Matchs
Caleb Wiley,us USA,DF,MT,Strasbourg,20-015,2004,3.0,1,0,0,2,2,0,7,4,0,0,0,0,17,0,4,0.0,Matchs
Christopher Wooh,cm CMR,DF,Rennes,23-110,2001,9.8,2,0,0,17,5,0,0,11,12,0,0,1,30,23,11,67.6,Matchs
Etienne Youte Kinkoue,fr FRA,DF,Le Havre,22-358,2002,11.5,3,1,0,8,3,0,2,13,4,0,0,0,31,10,11,47.6,Matchs
Yoram Zague,fr FRA,DF,Paris S-G,18-236,2006,1.8,0,0,0,2,0,0,3,2,3,0,0,0,3,1,1,50.0,Matchs
Wilfried Zaha,ci CIV,AT,Lyon,32-057,1992,0.8,0,0,0,2,2,0,0,1,1,0,0,0,2,0,0,,Matchs
Warren Zaïre-Emery,fr FRA,MT,DF,Paris S-G,18-304,2006,12.6,2,0,0,13,12,1,2,13,14,0,0,0,84,5,11,31.3,Matchs
Miha Zajc,si SVN,MT,Toulouse,30-189,1994,1.5,1,0,0,4,0,0,1,2,1,0,0,0,7,2,6,25.0,Matchs

Denis Zakaria,ch SUI,MT,Monaco,28-047,1996,9.3,2,0,0,7,8,0,3,14,8,0,1,0,68,5,5,50.0,Matchs
Anass Zaroury,ma MAR,AT,MT,Lens,24-060,2000,7.6,2,1,1,6,13,2,46,1,6,0,0,0,30,2,1,66.7,Matchs
Nathan Zeze,fr FRA,DF,Nantes,19-202,2005,10.8,3,0,0,8,7,0,1,17,14,0,0,0,49,16,17,48.5,Matchs
Edon Zhegrova,xk KVX,AT,MT,Lille,25-281,1999,10.9,1,0,0,10,11,5,58,4,2,0,0,0,42,3,2,60.0,Matchs
Luc Zogbé,ci CIV,DF,Brest,19-288,2005,3.4,0,0,0,5,6,0,7,4,9,0,0,0,23,6,1,85.7,Matchs
Aristide Zossou,ci CIV,MT,Auxerre,19-206,2005,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matchs
Yanis Zouaoui,dz ALG,DF,AT,Le Havre,30-180,1994,3.6,0,0,0,5,5,1,26,2,3,0,0,0,16,3,1,75.0,Matchs
Gabin Capuano,,,Lens,,,0.1,0,0,0,1,0,0,0,0,0,,,0,,,,,Matchs
Yoann Cissé,,,Auxerre,,,0.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matchs
